Project Name,Package Name,Type Name,Testability Smell,Cause of the Smell
commons-io,org.apache.commons.io.build,AbstractOrigin.ByteArrayOrigin,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.build,AbstractOrigin.CharSequenceOrigin,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.build,AbstractOrigin.FileOrigin,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.build,AbstractOrigin.InputStreamOrigin,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.build,AbstractOrigin.OutputStreamOrigin,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.build,AbstractOrigin.PathOrigin,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.build,AbstractOrigin.ReaderOrigin,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.build,AbstractOrigin.URIOrigin,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.build,AbstractOrigin.WriterOrigin,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.build,AbstractStreamBuilder,Law of Demeter violation,The tool detected the smell in this method (getCharSequence) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOrigin.getCharSequence; org.apache.commons.io.build.AbstractOriginSupplier.checkOrigin
commons-io,org.apache.commons.io.build,AbstractStreamBuilder,Law of Demeter violation,The tool detected the smell in this method (getPath) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOrigin.getPath; org.apache.commons.io.build.AbstractOriginSupplier.checkOrigin
commons-io,org.apache.commons.io.build,AbstractOriginTest,Law of Demeter violation,The tool detected the smell in this method (testGetByteArray) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOrigin.getByteArray; org.apache.commons.io.build.AbstractOriginTest.getOriginRo
commons-io,org.apache.commons.io.build,AbstractOriginTest,Law of Demeter violation,The tool detected the smell in this method (testGetByteArrayAt_0_0) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOrigin.getByteArray; org.apache.commons.io.build.AbstractOriginTest.getOriginRo
commons-io,org.apache.commons.io.build,AbstractOriginTest,Law of Demeter violation,The tool detected the smell in this method (testGetByteArrayAt_0_1) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOrigin.getByteArray; org.apache.commons.io.build.AbstractOriginTest.getOriginRo
commons-io,org.apache.commons.io.build,AbstractOriginTest,Law of Demeter violation,The tool detected the smell in this method (testGetByteArrayAt_1_1) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOrigin.getByteArray; org.apache.commons.io.build.AbstractOriginTest.getOriginRo
commons-io,org.apache.commons.io.build,AbstractOriginTest,Law of Demeter violation,The tool detected the smell in this method (testGetCharSequence) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOrigin.getCharSequence; org.apache.commons.io.build.AbstractOriginTest.getOriginRo
commons-io,org.apache.commons.io.build,AbstractOriginTest,Law of Demeter violation,The tool detected the smell in this method (testGetFile) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOrigin.getFile; org.apache.commons.io.build.AbstractOriginTest.getOriginRo
commons-io,org.apache.commons.io.build,AbstractOriginTest,Law of Demeter violation,The tool detected the smell in this method (testGetPath) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOrigin.getPath; org.apache.commons.io.build.AbstractOriginTest.getOriginRo
commons-io,org.apache.commons.io.build,AbstractOriginTest,Law of Demeter violation,The tool detected the smell in this method (testGetReader) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOrigin.getReader; org.apache.commons.io.build.AbstractOriginTest.getOriginRo
commons-io,org.apache.commons.io.build,AbstractOriginTest,Law of Demeter violation,The tool detected the smell in this method (testSize) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOrigin.getByteArray; org.apache.commons.io.build.AbstractOriginTest.getOriginRo
commons-io,org.apache.commons.io.build,AbstractStreamBuilderTest,Law of Demeter violation,The tool detected the smell in this method (testBufferSizeChecker) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractStreamBuilder.setBufferSizeMax; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize
commons-io,org.apache.commons.io.build,AbstractStreamBuilderTest,Law of Demeter violation,The tool detected the smell in this method (testBufferSizeChecker) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractStreamBuilder.setBufferSizeMax; org.apache.commons.io.build.AbstractStreamBuilderTest.builder; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSize; org.apache.commons.io.build.AbstractStreamBuilder.setBufferSizeChecker
commons-io,org.apache.commons.io.build,AbstractStreamBuilderTest.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.build,InputStreamOriginTest,Law of Demeter violation,The tool detected the smell in this method (beforeEach) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setCharSequence; org.apache.commons.io.input.CharSequenceInputStream.builder
commons-io,org.apache.commons.io,ByteOrderMark,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: UTF_8; UTF_16BE; UTF_16LE; UTF_32BE; UTF_32LE; UTF_BOM
commons-io,org.apache.commons.io,Charsets,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ISO_8859_1; US_ASCII; UTF_16; UTF_16BE; UTF_16LE; UTF_8
commons-io,org.apache.commons.io,DirectoryWalker.CancelException,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io,FileCleaner,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.FileCleaningTracker
commons-io,org.apache.commons.io,FileDeleteStrategy,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: NORMAL; FORCE
commons-io,org.apache.commons.io,FilenameUtils,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: EXTENSION_SEPARATOR; EXTENSION_SEPARATOR_STR
commons-io,org.apache.commons.io,FileUtils,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.file.AccumulatorPathVisitor
commons-io,org.apache.commons.io,FileUtils,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: ONE_KB; ONE_KB_BI; ONE_MB; ONE_MB_BI; ONE_GB; ONE_GB_BI; ONE_TB; ONE_TB_BI; ONE_PB; ONE_PB_BI; ONE_EB; ONE_EB_BI; ONE_ZB; ONE_YB; EMPTY_FILE_ARRAY
commons-io,org.apache.commons.io,FileUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
commons-io,org.apache.commons.io,HexDump,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: EOL
commons-io,org.apache.commons.io,IOUtils,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.QueueInputStream; org.apache.commons.io.output.ByteArrayOutputStream; org.apache.commons.io.output.StringBuilderWriter
commons-io,org.apache.commons.io,IOUtils,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: CR; DEFAULT_BUFFER_SIZE; DIR_SEPARATOR; DIR_SEPARATOR_UNIX; DIR_SEPARATOR_WINDOWS; EMPTY_BYTE_ARRAY; EOF; LF; LINE_SEPARATOR; LINE_SEPARATOR_UNIX; LINE_SEPARATOR_WINDOWS
commons-io,org.apache.commons.io,IOUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
commons-io,org.apache.commons.io,ByteOrderMarkTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.ByteOrderMark
commons-io,org.apache.commons.io,CopyUtilsTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ByteArrayOutputStream
commons-io,org.apache.commons.io,DemuxInputStreamTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.input.DemuxInputStream
commons-io,org.apache.commons.io,DemuxInputStreamTest,Law of Demeter violation,The tool detected the smell in this method (startReader) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setCharSequence; org.apache.commons.io.input.CharSequenceInputStream.builder
commons-io,org.apache.commons.io,FileSystemUtilsTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.FileSystemUtils
commons-io,org.apache.commons.io,FileUtilsTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 12
commons-io,org.apache.commons.io,HexDumpTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ByteArrayOutputStream
commons-io,org.apache.commons.io,IOExceptionListTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.IOExceptionList
commons-io,org.apache.commons.io,IOIndexedExceptionTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.IOIndexedException
commons-io,org.apache.commons.io,IOUtilsCopyTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ByteArrayOutputStream
commons-io,org.apache.commons.io,IOUtilsCopyTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
commons-io,org.apache.commons.io,IOUtilsTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.CountingOutputStream
commons-io,org.apache.commons.io,IOUtilsTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 19
commons-io,org.apache.commons.io,IOUtilsTest,Law of Demeter violation,The tool detected the smell in this method (testReadFully_InputStream_Offset) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.build.AbstractOriginSupplier.setCharSequence; org.apache.commons.io.input.CharSequenceInputStream.builder
commons-io,org.apache.commons.io,IOUtilsWriteTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ByteArrayOutputStream
commons-io,org.apache.commons.io,LineIteratorTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.LineIterator
commons-io,org.apache.commons.io,TaggedIOExceptionTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.TaggedIOException
commons-io,org.apache.commons.io.comparator,DefaultFileComparator,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DEFAULT_COMPARATOR; DEFAULT_REVERSE
commons-io,org.apache.commons.io.comparator,DirectoryFileComparator,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DIRECTORY_COMPARATOR; DIRECTORY_REVERSE
commons-io,org.apache.commons.io.comparator,ExtensionFileComparator,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: EXTENSION_COMPARATOR; EXTENSION_REVERSE; EXTENSION_INSENSITIVE_COMPARATOR; EXTENSION_INSENSITIVE_REVERSE; EXTENSION_SYSTEM_COMPARATOR; EXTENSION_SYSTEM_REVERSE
commons-io,org.apache.commons.io.comparator,LastModifiedFileComparator,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: LASTMODIFIED_COMPARATOR; LASTMODIFIED_REVERSE
commons-io,org.apache.commons.io.comparator,NameFileComparator,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: NAME_COMPARATOR; NAME_REVERSE; NAME_INSENSITIVE_COMPARATOR; NAME_INSENSITIVE_REVERSE; NAME_SYSTEM_COMPARATOR; NAME_SYSTEM_REVERSE
commons-io,org.apache.commons.io.comparator,PathFileComparator,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: PATH_COMPARATOR; PATH_REVERSE; PATH_INSENSITIVE_COMPARATOR; PATH_INSENSITIVE_REVERSE; PATH_SYSTEM_COMPARATOR; PATH_SYSTEM_REVERSE
commons-io,org.apache.commons.io.comparator,SizeFileComparator,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: SIZE_COMPARATOR; SIZE_REVERSE; SIZE_SUMDIR_COMPARATOR; SIZE_SUMDIR_REVERSE
commons-io,org.apache.commons.io.file,NoopPathVisitor,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE
commons-io,org.apache.commons.io.file,PathUtils,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: EMPTY_COPY_OPTIONS; EMPTY_DELETE_OPTION_ARRAY; EMPTY_FILE_ATTRIBUTE_ARRAY; EMPTY_FILE_VISIT_OPTION_ARRAY; EMPTY_LINK_OPTION_ARRAY; NOFOLLOW_LINK_OPTION_ARRAY; EMPTY_OPEN_OPTION_ARRAY; EMPTY_PATH_ARRAY
commons-io,org.apache.commons.io.file,PathUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 14
commons-io,org.apache.commons.io.file,AccumulatorPathVisitorTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.file.AccumulatorPathVisitor
commons-io,org.apache.commons.io.file,AccumulatorPathVisitorTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
commons-io,org.apache.commons.io.file,CleaningPathVisitorTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.file.CleaningPathVisitor; org.apache.commons.io.file.CountingPathVisitor
commons-io,org.apache.commons.io.file,CleaningPathVisitorTest,Law of Demeter violation,The tool detected the smell in this method (testCleanFolders1FileSize0) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.file.CountingPathVisitor.hashCode; org.apache.commons.io.file.CleaningPathVisitor.withLongCounters
commons-io,org.apache.commons.io.file,CleaningPathVisitorTest,Law of Demeter violation,The tool detected the smell in this method (testCleanFolders1FileSize1) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.file.CountingPathVisitor.hashCode; org.apache.commons.io.file.CleaningPathVisitor.withLongCounters
commons-io,org.apache.commons.io.file,CleaningPathVisitorTest,Law of Demeter violation,The tool detected the smell in this method (testCleanFolders1FileSize1Skip) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.file.CountingPathVisitor.hashCode; org.apache.commons.io.file.CleaningPathVisitor.withLongCounters
commons-io,org.apache.commons.io.file,CleaningPathVisitorTest,Law of Demeter violation,The tool detected the smell in this method (testCleanFolders2FileSize2) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.file.CountingPathVisitor.hashCode; org.apache.commons.io.file.CleaningPathVisitor.withLongCounters
commons-io,org.apache.commons.io.file,CopyDirectoryVisitorTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.file.CopyDirectoryVisitor
commons-io,org.apache.commons.io.file,DirectoryStreamFilterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.file.DirectoryStreamFilter
commons-io,org.apache.commons.io.file,PathUtilsIsEmptyTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DIR_SIZE_1
commons-io,org.apache.commons.io.file,PathUtilsTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
commons-io,org.apache.commons.io.file.attribute,FileTimes,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: EPOCH
commons-io,org.apache.commons.io.filefilter,CanExecuteFileFilter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: CAN_EXECUTE; CANNOT_EXECUTE
commons-io,org.apache.commons.io.filefilter,CanReadFileFilter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: CAN_READ; CANNOT_READ; READ_ONLY
commons-io,org.apache.commons.io.filefilter,CanWriteFileFilter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: CAN_WRITE; CANNOT_WRITE
commons-io,org.apache.commons.io.filefilter,DirectoryFileFilter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: DIRECTORY; INSTANCE
commons-io,org.apache.commons.io.filefilter,EmptyFileFilter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: EMPTY; NOT_EMPTY
commons-io,org.apache.commons.io.filefilter,FalseFileFilter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: FALSE; INSTANCE
commons-io,org.apache.commons.io.filefilter,FileFileFilter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE; FILE
commons-io,org.apache.commons.io.filefilter,FileFilterUtils,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.filefilter.IOFileFilter
commons-io,org.apache.commons.io.filefilter,FileFilterUtils,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
commons-io,org.apache.commons.io.filefilter,HiddenFileFilter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: HIDDEN; VISIBLE
commons-io,org.apache.commons.io.filefilter,SymbolicLinkFileFilter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: INSTANCE
commons-io,org.apache.commons.io.filefilter,TrueFileFilter,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: TRUE; INSTANCE
commons-io,org.apache.commons.io.filefilter,WildcardFileFilter.Builder,Global State,The tool detected the smell in this class because the class can be accessed as a `global` state.
commons-io,org.apache.commons.io.filefilter,AgeFileFilterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.file.AccumulatorPathVisitor
commons-io,org.apache.commons.io.filefilter,AndFileFilterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.filefilter.AndFileFilter
commons-io,org.apache.commons.io.filefilter,FileFilterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.filefilter.OrFileFilter; org.apache.commons.io.filefilter.IOFileFilter
commons-io,org.apache.commons.io.filefilter,FileFilterTest,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 24
commons-io,org.apache.commons.io.filefilter,NameFileFilterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.file.AccumulatorPathVisitor
commons-io,org.apache.commons.io.filefilter,PathMatcherFileFilterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.filefilter.IOFileFilter
commons-io,org.apache.commons.io.filefilter,RegexFileFilterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.output.ByteArrayOutputStream
commons-io,org.apache.commons.io.filefilter,SymbolicLinkFileFilterTest,Global State,The tool detected the smell in this class because the class declares global variables. The detected global variables are: TARGET_SHORT_NAME; TARGET_EXT; TARGET_NAME; DIRECTORY_NAME; DIRECTORY_LINK_NAME; MISSING
commons-io,org.apache.commons.io.filefilter,WildcardFileFilterTest,Hard-wired Dependency,The tool detected the smell in this class because the class creates objects of concrete classes and uses them. Following concrete classes are instantiated and used: org.apache.commons.io.filefilter.WildcardFileFilter; org.apache.commons.io.filefilter.IOFileFilter
commons-io,org.apache.commons.io.function,Erase,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 8
commons-io,org.apache.commons.io.function,IOStream,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
commons-io,org.apache.commons.io.function,IOStreams,Law of Demeter violation,The tool detected the smell in this method (forAll) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOStream.adapt; org.apache.commons.io.function.IOStream.forAll
commons-io,org.apache.commons.io.function,Uncheck,Excessive Dependency,The tool detected the smell in this class because the class depends on too many dependencies. The total number of dependencies is: 13
commons-io,org.apache.commons.io.function,UncheckedIOBaseStream,Law of Demeter violation,The tool detected the smell in this method (iterator) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOBaseStream.iterator; org.apache.commons.io.function.IOIterator.asIterator
commons-io,org.apache.commons.io.function,UncheckedIOBaseStream,Law of Demeter violation,The tool detected the smell in this method (parallel) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOBaseStream.parallel; org.apache.commons.io.function.IOBaseStream.unwrap
commons-io,org.apache.commons.io.function,UncheckedIOBaseStream,Law of Demeter violation,The tool detected the smell in this method (sequential) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOBaseStream.sequential; org.apache.commons.io.function.IOBaseStream.unwrap
commons-io,org.apache.commons.io.function,UncheckedIOBaseStream,Law of Demeter violation,The tool detected the smell in this method (spliterator) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOBaseStream.spliterator; org.apache.commons.io.function.IOSpliterator.unwrap
commons-io,org.apache.commons.io.function,UncheckedIOBaseStream,Law of Demeter violation,The tool detected the smell in this method (unordered) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOBaseStream.unordered; org.apache.commons.io.function.IOBaseStream.unwrap
commons-io,org.apache.commons.io.function,UncheckedIOSpliterator,Law of Demeter violation,The tool detected the smell in this method (getComparator) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOComparator.asComparator; org.apache.commons.io.function.IOSpliterator.getComparator
commons-io,org.apache.commons.io.function,IOBaseStreamTest,Law of Demeter violation,The tool detected the smell in this method (testParallel) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOBaseStream.iterator; org.apache.commons.io.function.IOBaseStream.parallel
commons-io,org.apache.commons.io.function,IOBaseStreamTest,Law of Demeter violation,The tool detected the smell in this method (testSequential) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOBaseStream.iterator; org.apache.commons.io.function.IOBaseStream.sequential
commons-io,org.apache.commons.io.function,IOBaseStreamTest,Law of Demeter violation,The tool detected the smell in this method (testUnordered) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOBaseStream.iterator; org.apache.commons.io.function.IOBaseStream.unordered
commons-io,org.apache.commons.io.function,IOFunctionTest,Law of Demeter violation,The tool detected the smell in this method (testAsFunction) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOFunction.asFunction; org.apache.commons.io.function.IOFunction.identity
commons-io,org.apache.commons.io.function,IOPredicateTest,Law of Demeter violation,The tool detected the smell in this method (testAsPredicate) because the method voilates the law of Demeter. The long chain of method invocations is : org.apache.commons.io.function.IOPredicate.asPredicate; org.apache.commons.io.function.IOPredicate.isEqual
